t,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
253.470,0.2586,1.1040,1.1040,0.5019,0.2180,0.4450,0.0800,6.83,1009.66
253.491,0.2928,1.1405,1.1405,0.6028,0.4620,0.3840,-0.0500,6.83,1009.66
253.510,0.2499,1.0701,1.0701,0.6664,0.5580,0.3440,-0.1200,6.83,1009.66
253.531,0.1702,1.0511,1.0511,0.5520,0.4050,0.3080,-0.2140,6.83,1009.66
253.551,0.0923,1.0016,1.0016,0.4996,0.4040,0.2300,-0.1830,6.83,1009.66
253.571,0.1208,0.9387,0.9387,0.2373,0.2050,0.0860,-0.0830,6.83,1009.66
253.591,0.0885,0.9231,0.9231,0.1004,-0.0860,0.0290,-0.0430,6.83,1009.66
253.611,0.1867,0.9009,0.9009,0.2651,-0.2130,0.1080,-0.1150,6.83,1009.66
253.631,0.2900,0.9169,0.9169,0.1938,-0.0180,0.1850,-0.0550,6.83,1009.66
253.651,0.2358,1.0102,1.0102,0.4168,-0.3230,0.2360,-0.1170,6.83,1009.66
253.671,0.2210,1.0593,1.0593,0.4769,-0.3990,0.2320,-0.1200,6.83,1009.66
253.691,0.2685,1.0676,1.0676,0.3799,-0.2890,0.2250,-0.1010,6.83,1009.66
253.711,0.2039,1.1257,1.1257,0.3813,-0.2640,0.2260,-0.1570,6.83,1009.66
253.731,0.1571,1.1381,1.1381,0.4455,-0.3930,0.2040,-0.0490,6.83,1009.66
253.751,0.1808,1.0418,1.0418,0.5814,-0.4840,0.2760,0.1660,6.83,1009.66
253.771,0.2830,1.1543,1.1543,0.5527,-0.2810,0.3750,0.2930,6.83,1009.66
253.791,0.3107,1.2698,1.2698,0.6072,-0.2590,0.4940,0.2400,6.83,1009.66
253.811,0.4304,1.4067,1.4067,0.5193,-0.1370,0.4690,0.1760,6.83,1009.66
253.831,0.4545,1.4222,1.4222,0.4058,-0.2140,0.3420,0.0440,6.83,1009.66
253.851,0.4335,1.3096,1.3096,0.2206,-0.0520,0.2140,-0.0130,6.83,1009.66
253.871,0.3482,1.1636,1.1636,0.1032,0.0210,0.0820,0.0590,6.83,1009.66
253.891,0.1061,1.0282,1.0282,0.2127,-0.0270,0.0830,0.1940,6.83,1009.66
253.911,0.1656,0.9998,0.9998,0.2843,-0.1010,0.2220,0.1460,6.83,1009.66
253.932,0.2445,0.9957,0.9957,0.3664,-0.1020,0.3380,0.0980,6.83,1009.66
253.952,0.2238,0.9502,0.9502,0.5918,-0.4030,0.3430,0.2650,6.83,1009.66
253.971,0.2392,0.9933,0.9933,0.5246,-0.3260,0.1540,0.3810,7.06,1009.66
253.991,0.2942,1.0067,1.0067,0.4340,-0.2890,0.1740,0.2730,7.06,1009.66
254.011,0.2793,0.9502,0.9502,0.3866,-0.1890,0.2730,0.1980,7.06,1009.66
254.031,0.2688,0.9119,0.9119,0.5775,-0.2150,0.4110,0.3440,7.06,1009.66
254.051,0.2944,0.9346,0.9346,0.7020,-0.3580,0.4310,0.4230,7.06,1009.66
254.071,0.3571,0.8736,0.8736,0.8227,-0.6190,0.2250,0.4930,7.06,1009.66
254.092,0.3413,0.8982,0.8982,1.0052,-0.7380,-0.0260,0.6820,7.06,1009.66
254.112,0.2571,0.9193,0.9193,1.2405,-0.9290,-0.1000,0.8160,7.06,1009.72
254.132,0.4265,0.8902,0.8902,1.1350,-0.8340,-0.0540,0.7680,7.06,1009.72
254.152,0.4991,0.9045,0.9045,0.9350,-0.5040,0.0490,0.7860,7.06,1009.72
254.172,0.3637,0.9583,0.9583,0.7981,-0.2870,0.1700,0.7250,7.06,1009.72
254.192,0.3675,0.8921,0.8921,0.6942,-0.2700,0.2370,0.5940,7.06,1009.72
254.212,0.5361,0.9021,0.9021,0.4911,0.0070,0.2260,0.4360,7.06,1009.72
254.232,0.3969,0.9727,0.9727,0.2873,0.1740,0.0830,0.2130,7.06,1009.72
254.252,0.3100,0.9419,0.9419,0.3270,0.3010,-0.0820,0.0980,7.06,1009.72
254.272,0.2220,0.8985,0.8985,0.2235,0.1710,-0.1400,0.0330,7.06,1009.72
254.292,0.3898,0.8272,0.8272,0.3742,0.3660,-0.0550,-0.0550,7.06,1009.72
254.312,0.4233,0.8421,0.8421,0.3543,0.3430,0.0490,-0.0740,7.06,1009.72
254.332,0.4044,0.7983,0.7983,0.2238,-0.1570,0.1470,-0.0620,7.06,1009.72
254.352,0.3171,0.8560,0.8560,0.3348,-0.2110,0.2540,0.0550,7.06,1009.72
254.372,0.3391,0.8248,0.8248,0.3888,-0.1630,0.3460,-0.0700,7.06,1009.72
254.392,0.2572,0.9669,0.9669,0.3388,-0.0380,0.3250,-0.0880,7.06,1009.72
254.412,0.1864,0.9046,0.9046,0.4404,-0.1310,0.4120,-0.0840,7.06,1009.72
254.432,0.1921,0.8914,0.8914,0.3876,-0.1980,0.3230,0.0820,7.06,1009.72
254.452,0.2240,0.9571,0.9571,0.5386,-0.4720,0.2110,0.1510,7.06,1009.72
254.472,0.3196,1.0879,1.0879,0.4188,-0.3660,0.1430,0.1450,7.06,1009.72
254.492,0.4109,1.1720,1.1720,0.1353,-0.0420,0.0770,0.1030,7.06,1009.72
254.512,0.4068,1.2233,1.2233,0.1647,0.1240,0.1060,0.0230,7.06,1009.72
254.532,0.4419,1.2596,1.2596,0.4587,0.4470,0.0990,0.0290,7.06,1009.72
254.552,0.4011,1.3066,1.3066,0.3644,0.3620,0.0350,0.0230,7.06,1009.72
254.572,0.3025,1.2406,1.2406,0.1489,0.0690,-0.1260,-0.0390,7.06,1009.72
254.593,0.3266,1.2124,1.2124,0.3040,-0.2100,-0.2170,-0.0350,7.06,1009.72
254.612,0.3442,1.1415,1.1415,0.2656,-0.2340,-0.1190,-0.0400,7.06,1009.72
254.633,0.3907,1.1808,1.1808,0.3344,-0.3230,0.0350,-0.0790,7.06,1009.72
254.653,0.3414,1.0823,1.0823,0.4373,-0.3740,0.1440,-0.1750,7.06,1009.72
254.673,0.3775,1.0169,1.0169,0.5099,-0.4420,0.1420,-0.2110,7.06,1009.72
254.693,0.4522,0.9440,0.9440,0.4789,-0.3900,0.1080,-0.2560,7.06,1009.72
254.713,0.3660,0.9911,0.9911,0.3935,-0.2110,0.1620,-0.2900,7.06,1009.72
254.733,0.3332,1.1100,1.1100,0.3285,-0.0890,0.1410,-0.2830,7.06,1009.72
254.753,0.2964,1.1628,1.1628,0.4058,-0.1890,0.2090,-0.2920,7.06,1009.72
254.773,0.2181,1.1228,1.1228,0.4076,-0.3040,0.0490,-0.2670,7.06,1009.72
254.793,0.2670,1.0959,1.0959,0.4706,-0.3850,-0.0640,-0.2630,7.06,1009.72
254.813,0.1721,1.0861,1.0861,0.2594,0.0470,-0.0640,-0.2470,7.06,1009.72
254.833,0.1705,1.0986,1.0986,0.2895,0.0660,-0.0220,-0.2810,7.06,1009.72
254.853,0.1191,1.0332,1.0332,0.4772,0.3850,0.0230,-0.2810,7.06,1009.72
254.873,0.0703,1.0466,1.0466,0.3908,0.3470,0.0450,-0.1740,7.06,1009.72
254.893,0.0624,0.9672,0.9672,0.2576,0.2520,0.0320,-0.0430,7.06,1009.72
254.913,0.0340,0.9803,0.9803,0.2389,0.2230,0.0710,-0.0480,7.06,1009.72
254.933,0.1123,0.9133,0.9133,0.0811,-0.0210,0.0690,-0.0370,7.06,1009.72
254.953,0.2765,0.7742,0.7742,0.2206,0.1840,0.1180,-0.0300,7.06,1009.72
254.974,0.2066,0.8245,0.8245,0.2233,0.1620,0.1520,0.0230,7.32,1009.72
254.997,0.2369,0.8149,0.8149,0.3257,0.2280,0.1630,0.1660,7.32,1009.72
255.013,0.1614,0.9233,0.9233,0.2138,0.1430,0.0580,0.1480,7.32,1009.72
255.033,0.2991,0.9131,0.9131,0.2528,-0.1940,0.0030,0.1620,7.32,1009.72
255.053,0.2709,1.0058,1.0058,0.2739,0.1950,0.0230,0.1910,7.32,1009.72
255.073,0.3109,1.1706,1.1706,0.5553,0.5280,0.0180,0.1710,7.32,1009.72
255.093,0.2753,1.1467,1.1467,0.6572,0.6530,-0.0320,0.0670,7.32,1009.72
255.113,0.4050,1.2668,1.2668,0.7176,0.6920,-0.1490,-0.1180,7.32,1009.72
255.134,0.4282,1.2647,1.2647,0.7864,0.7250,-0.2290,-0.2010,7.32,1009.72
255.154,0.3399,1.2631,1.2631,0.9428,0.8770,-0.1760,-0.2980,7.32,1009.72
255.173,0.2919,1.2031,1.2031,0.8750,0.8190,-0.1240,-0.2820,7.32,1009.72
255.194,0.2138,1.1715,1.1715,0.9891,0.9400,0.0970,-0.2920,7.32,1009.72
255.213,0.2551,1.2097,1.2097,1.5871,1.5760,0.1530,-0.1080,7.32,1009.72
255.234,0.2801,1.1888,1.1888,2.0182,1.9940,0.3100,-0.0330,7.32,1009.72
255.254,0.2050,1.0179,1.0179,2.6422,2.6120,0.3720,0.1420,7.32,1009.72
255.274,0.2377,0.8460,0.8460,2.5322,2.4660,0.5650,0.1090,7.32,1009.72
255.294,0.3371,0.7110,0.7110,2.4933,2.3820,0.6300,0.3820,7.32,1009.72
255.314,0.3032,0.8052,0.8052,2.3758,2.2810,0.5580,0.3610,7.32,1009.72
255.334,0.3362,0.8321,0.8321,2.3817,2.3800,-0.0870,0.0270,7.32,1009.72
255.354,0.4444,0.7017,0.7017,2.1038,2.0230,0.4270,0.3890,7.32,1009.72
255.374,0.5342,0.7438,0.7438,1.9246,1.8720,0.4250,0.1380,7.32,1009.72
255.394,0.4513,0.7151,0.7151,0.9572,0.9360,0.1920,-0.0570,7.32,1009.72
255.414,0.3933,0.7418,0.7418,0.6034,0.5520,0.1460,-0.1950,7.32,1009.72
255.434,0.4551,0.8914,0.8914,0.8805,0.7310,0.4310,-0.2350,7.32,1009.72
255.454,0.3755,0.9382,0.9382,0.5044,0.3110,0.3110,-0.2470,7.32,1009.72
255.474,0.4080,0.9813,0.9813,0.6176,-0.5810,0.0810,-0.1930,7.32,1009.72
255.494,0.5066,1.0709,1.0709,0.9971,-0.9850,-0.1040,-0.1150,7.32,1009.72
255.514,0.4505,1.2181,1.2181,0.6264,-0.5490,-0.2850,-0.0990,7.32,1009.72
255.534,0.5254,1.2969,1.2969,0.7461,-0.6110,-0.4060,-0.1360,7.32,1009.72
255.554,0.4298,1.2093,1.2093,0.4946,-0.3300,-0.3480,-0.1210,7.32,1009.72
255.574,0.4117,1.2456,1.2456,0.3223,0.1470,-0.2720,-0.0910,7.32,1009.72
255.594,0.4234,1.3000,1.3000,0.3271,-0.1870,-0.2670,-0.0270,7.32,1009.72
255.614,0.3226,1.1787,1.1787,0.8058,-0.7540,-0.2840,-0.0140,7.32,1009.72
255.634,0.1850,1.0438,1.0438,1.0432,-0.9950,-0.3110,0.0390,7.32,1009.72
255.654,0.1450,0.9719,0.9719,0.5871,-0.4770,-0.2880,0.1850,7.32,1009.72
255.674,0.1661,0.9027,0.9027,0.4667,0.2310,-0.2210,0.3400,7.32,1009.72
255.696,0.1029,0.9489,0.9489,0.6221,0.5240,-0.2040,0.2660,7.32,1009.72
255.747,0.2181,0.9065,0.9065,0.9472,0.9300,-0.1580,0.0860,7.32,1009.72
255.747,0.3063,0.9214,0.9214,0.5782,0.5520,-0.1720,0.0040,7.32,1009.72
255.755,0.4004,0.7231,0.7231,0.3485,0.0790,-0.2170,-0.2610,7.32,1009.72
255.777,0.5105,0.7037,0.7037,0.7564,0.6020,-0.1120,-0.4440,7.32,1009.72
255.796,0.4712,0.7888,0.7888,1.0630,0.9340,0.0600,-0.5040,7.32,1009.72
255.815,0.3553,0.9483,0.9483,0.9924,0.8110,0.1460,-0.5530,7.32,1009.72
255.834,0.3985,1.0730,1.0730,0.7877,0.6580,0.1330,-0.4120,7.32,1009.72
255.855,0.5783,1.1579,1.1579,0.4715,0.4270,-0.0390,-0.1960,7.32,1009.72
255.900,0.6500,1.2829,1.2829,0.5549,0.4220,-0.3380,-0.1250,7.32,1009.72
255.901,0.8487,1.4523,1.4523,0.8241,0.2180,-0.7850,-0.1240,7.32,1009.72
255.926,0.8502,1.4151,1.4151,0.9968,-0.1140,-0.9880,-0.0670,7.32,1009.72
255.937,0.6232,1.3407,1.3407,0.8283,-0.0100,-0.8030,-0.2030,7.32,1009.72
255.955,0.4745,1.2602,1.2602,0.8678,0.7890,-0.3600,-0.0300,7.32,1009.72
255.975,0.3578,1.2709,1.2709,0.7123,0.6670,-0.2260,0.1070,7.32,1009.72
255.995,0.2657,1.2319,1.2319,0.6016,0.5420,-0.2450,0.0900,7.54,1009.72
256.015,0.2052,1.1073,1.1073,0.8869,0.8700,-0.1580,0.0690,7.54,1009.72
256.057,0.1910,1.0578,1.0578,0.5915,0.5340,-0.2540,-0.0140,7.54,1009.72
256.057,0.1911,0.9582,0.9582,0.4884,0.3940,-0.2610,-0.1230,7.54,1009.72
256.075,0.3360,0.7906,0.7906,0.5722,0.4840,-0.2280,-0.2030,7.54,1009.72
256.102,0.3514,0.7962,0.7962,0.5879,0.5110,-0.1670,-0.2380,7.54,1009.72
256.119,0.3817,0.6579,0.6579,0.6305,0.5540,-0.0730,-0.2920,7.54,1009.72
256.135,0.2870,0.7592,0.7592,0.5995,0.5280,-0.1070,-0.2630,7.54,1009.72
256.155,0.1847,0.8201,0.8201,0.4498,0.3480,-0.1350,-0.2510,7.54,1009.72
256.175,0.1889,0.8459,0.8459,0.3753,0.3230,-0.1610,-0.1030,7.54,1009.72
256.195,0.2929,0.9213,0.9213,0.2637,-0.0850,-0.2300,-0.0970,7.54,1009.72
256.215,0.4735,0.9506,0.9506,1.0180,-0.8870,-0.4240,-0.2640,7.54,1009.72
256.237,0.5575,0.9351,0.9351,1.4773,-1.2610,-0.6410,-0.4260,7.54,1009.72
256.256,0.6992,0.7910,0.7910,1.7163,-1.5240,-0.7170,-0.3300,7.54,1009.72
256.276,0.6210,0.8041,0.8041,2.1814,-1.9620,-0.9320,-0.2010,7.54,1009.72
256.295,0.4449,0.9733,0.9733,2.6500,-2.4130,-1.0800,-0.1830,7.54,1009.72
256.315,0.4579,0.9131,0.9131,2.9857,-2.7150,-1.0920,-0.5920,7.54,1009.72
256.336,0.5628,0.8765,0.8765,1.5177,-1.0630,-0.9830,-0.4550,7.54,1009.72
256.355,0.3080,1.0752,1.0752,1.2719,-0.7950,-0.9180,-0.3780,7.54,1009.72
256.378,0.2005,1.0847,1.0847,1.7390,-1.5130,-0.8200,-0.2500,7.54,1009.72
256.395,0.1025,1.0818,1.0818,1.6092,-1.4060,-0.7540,-0.2100,7.54,1009.72
256.416,0.2977,1.2077,1.2077,1.2466,-1.0350,-0.6410,-0.2680,7.54,1009.72
256.436,0.1703,1.0441,1.0441,1.4064,-1.2400,-0.6040,-0.2750,7.54,1009.72
256.456,0.3261,0.9239,0.9239,1.3130,-1.1840,-0.4760,-0.3090,7.54,1009.72
256.477,0.4080,0.9589,0.9589,0.8665,-0.5530,-0.3260,-0.5820,7.54,1009.72
256.496,0.3007,0.8465,0.8465,0.7485,-0.3140,-0.2520,-0.6310,7.54,1009.72
256.516,0.1677,0.8408,0.8408,0.8054,-0.4550,-0.2980,-0.5940,7.54,1009.72
256.536,0.3260,0.8746,0.8746,0.9510,-0.6660,-0.4810,-0.4790,7.54,1009.72
256.556,0.4390,0.9491,0.9491,0.8221,-0.4050,-0.3880,-0.6010,7.54,1009.72
256.576,0.3907,0.9000,0.9000,0.7323,0.1770,-0.3930,-0.5920,7.54,1009.72
256.596,0.4816,0.8872,0.8872,0.8335,-0.0290,-0.5930,-0.5850,7.54,1009.72
256.616,0.4220,0.7830,0.7830,0.9935,-0.0900,-0.9000,-0.4110,7.54,1009.72
256.636,0.5261,0.6294,0.6294,1.1269,-0.4030,-0.9370,-0.4790,7.54,1009.72
256.656,0.2329,0.7754,0.7754,1.0939,-0.5590,-0.8560,-0.3890,7.54,1009.72
256.677,0.2578,0.9439,0.9439,0.9209,-0.5530,-0.6430,-0.3590,7.54,1009.74
256.696,0.1782,1.0529,1.0529,0.8186,-0.4790,-0.5320,-0.3970,7.54,1009.74
256.716,0.2021,1.0339,1.0339,0.7143,-0.4060,-0.4850,-0.3320,7.54,1009.74
256.736,0.2114,1.1011,1.1011,0.8644,-0.5750,-0.4960,-0.4130,7.54,1009.74
256.756,0.1965,1.0316,1.0316,0.8013,-0.3070,-0.5520,-0.4930,7.54,1009.74
256.777,0.2240,1.0464,1.0464,0.8277,-0.4330,-0.6060,-0.3610,7.54,1009.74
256.796,0.3015,0.7432,0.7432,0.6742,-0.4620,-0.4540,-0.1870,7.54,1009.74
256.816,0.2479,1.0921,1.0921,0.6885,-0.4200,-0.5320,-0.1210,7.54,1009.74
256.836,0.4860,1.2884,1.2884,0.7620,-0.6580,-0.3660,-0.1170,7.54,1009.74
256.856,0.2575,1.1618,1.1618,1.0037,-0.8890,-0.4160,-0.2100,7.54,1009.74
256.877,0.4393,0.6893,0.6893,0.5000,-0.2650,-0.3770,-0.1940,7.54,1009.74
256.896,0.1530,0.8772,0.8772,0.4443,-0.0440,-0.3590,-0.2580,7.54,1009.74
256.916,0.4224,1.3115,1.3115,0.5444,-0.2360,-0.3710,-0.3210,7.54,1009.74
256.937,0.4454,1.2793,1.2793,0.6073,-0.3310,-0.3650,-0.3550,7.54,1009.74
256.957,0.1416,1.0701,1.0701,0.5637,-0.1330,-0.3710,-0.4030,7.54,1009.74
256.978,0.1235,0.9823,0.9823,0.6757,0.2450,-0.4600,-0.4300,7.67,1009.74
256.999,0.2631,1.0451,1.0451,0.6301,0.3170,-0.4180,-0.3490,7.67,1009.74
257.017,0.2382,1.0253,1.0253,0.5376,-0.2420,-0.3560,-0.3220,7.67,1009.74
257.037,0.1914,0.9486,0.9486,0.3568,-0.1010,-0.1130,-0.3230,7.67,1009.74
257.057,0.2083,0.9448,0.9448,0.4367,0.4170,-0.0350,-0.1250,7.67,1009.74
257.078,0.2698,1.0180,1.0180,0.6338,0.6260,0.0760,-0.0640,7.67,1009.74
257.138,0.2956,1.0789,1.0789,0.4528,0.4320,0.1260,0.0500,7.67,1009.74
257.139,0.2408,1.0980,1.0980,0.6642,0.6620,-0.0150,0.0520,7.67,1009.74
257.139,0.3039,1.2523,1.2523,0.7204,0.6990,-0.1710,-0.0340,7.67,1009.74
257.168,0.2974,1.2721,1.2721,0.3911,0.2240,-0.2790,-0.1580,7.67,1009.74
257.177,0.1171,0.9118,0.9118,1.0764,1.0210,-0.2830,-0.1900,7.67,1009.74
257.197,0.3042,1.2620,1.2620,1.3746,1.3200,-0.3000,-0.2390,7.67,1009.74
257.217,0.3786,1.1418,1.1418,1.8362,1.8220,-0.0930,-0.2080,7.67,1009.74
257.237,0.3034,0.9725,0.9725,1.3553,1.3030,0.3710,-0.0370,7.67,1009.74
257.257,0.5738,1.0163,1.0163,2.2650,1.7960,1.2700,-0.5400,7.67,1009.74
257.277,0.4057,1.1710,1.1710,3.0960,2.5460,1.7460,-0.2330,7.67,1009.74
257.297,0.2007,1.0034,1.0034,2.1266,1.5080,1.4970,0.0860,7.67,1009.74
257.317,0.3672,0.8410,0.8410,2.4955,2.1250,1.2330,-0.4380,7.67,1009.74
257.337,0.7232,0.6457,0.6457,3.8520,3.6000,1.1740,-0.7070,7.67,1009.74
257.357,0.3632,0.8376,0.8376,4.2551,4.0350,0.9720,-0.9380,7.67,1009.74
257.377,0.3406,1.1025,1.1025,4.0161,3.9230,0.8170,0.2680,7.67,1009.74
257.397,1.0507,0.5725,0.5725,2.1474,1.6670,1.3510,0.0840,7.67,1009.74
257.417,0.4891,0.5107,0.5107,1.9521,0.3230,1.6790,-0.9420,7.67,1009.74
257.437,0.8730,0.1704,0.1704,3.7972,3.2400,1.8290,-0.7590,7.67,1009.74
257.457,0.6427,0.4835,0.4835,4.5008,4.0510,1.8060,-0.7650,7.67,1009.74
257.477,0.2388,1.0011,1.0011,3.7639,3.4490,1.5010,-0.1350,7.67,1009.74
257.497,0.5083,1.3164,1.3164,2.0209,1.6940,1.0610,-0.2980,7.67,1009.74
257.517,0.5246,1.3917,1.3917,1.9654,1.9000,0.4990,-0.0600,7.67,1009.74
257.537,0.6062,1.3633,1.3633,1.2801,1.1490,0.2260,-0.5170,7.67,1009.74
257.558,0.5061,0.9403,0.9403,2.6481,2.5950,0.0940,-0.5190,7.67,1009.74
257.578,0.3801,1.0965,1.0965,2.1067,2.0670,-0.0040,-0.4070,7.67,1009.74
257.598,0.1924,1.0695,1.0695,1.2929,1.2570,-0.0750,-0.2930,7.67,1009.74
257.617,0.3583,0.8529,0.8529,1.6941,1.6460,0.2450,-0.3170,7.67,1009.74
257.638,0.5434,0.8239,0.8239,2.2439,2.2110,0.3280,-0.1980,7.67,1009.74
257.658,0.2488,0.8979,0.8979,1.5872,1.5640,0.2530,-0.0950,7.67,1009.74
257.678,0.2695,1.0460,1.0460,1.3020,1.2840,0.2160,0.0000,7.67,1009.74
257.698,0.3804,0.7275,0.7275,1.4168,1.3540,0.3970,-0.1280,7.67,1009.74
257.718,0.5171,0.5854,0.5854,1.7417,1.6310,0.6080,-0.0600,7.67,1009.74
257.738,0.3872,0.7048,0.7048,1.4373,1.2720,0.6680,-0.0420,7.67,1009.74
257.758,0.4154,0.6808,0.6808,1.0076,0.7940,0.5520,-0.2830,7.67,1009.74
257.778,0.4174,0.7178,0.7178,0.6823,0.5000,0.0920,-0.4550,7.67,1009.74
257.798,0.4158,0.8046,0.8046,0.8385,-0.1250,-0.4870,-0.6710,7.67,1009.74
257.818,0.3738,0.8099,0.8099,1.2454,-0.2010,-0.9440,-0.7870,7.67,1009.74
257.838,0.0940,1.0584,1.0584,1.3538,-0.4110,-1.2660,-0.2470,7.67,1009.74
257.858,0.4992,1.1226,1.1226,1.9578,-0.9010,-1.7310,-0.1580,7.67,1009.74
257.878,0.8728,1.1572,1.1572,2.9191,-1.4960,-2.5000,-0.1820,7.67,1009.74
257.898,1.0286,1.0178,1.0178,3.0258,-1.5010,-2.6160,0.2430,7.67,1009.74
257.918,0.9458,1.1647,1.1647,2.7262,-1.2620,-2.4100,0.1780,7.67,1009.74
257.938,0.6591,1.1546,1.1546,2.5341,-1.1960,-2.2220,0.2320,7.67,1009.74
258.004,0.5861,1.1998,1.1998,2.4383,-0.8620,-2.2140,0.5480,7.67,1009.74
258.004,0.5203,1.2861,1.2861,2.3478,-1.1850,-1.9420,0.5800,7.67,1009.74
258.004,0.3457,1.3335,1.3335,1.5780,-0.7630,-1.3010,0.4640,7.67,1009.74
258.019,0.4025,1.3771,1.3771,1.1175,-0.5730,-0.7380,0.6130,7.67,1009.74
258.038,0.3015,1.2340,1.2340,0.7648,-0.4410,-0.3940,0.4850,7.67,1009.74
258.058,0.3846,1.2375,1.2375,0.6029,-0.4630,-0.2740,0.2720,7.67,1009.74
258.078,0.3228,1.1488,1.1488,0.2987,-0.0740,-0.0770,0.2790,7.58,1009.74
258.099,0.2433,1.0607,1.0607,0.4914,0.2840,0.0050,0.4010,7.58,1009.74
258.119,0.2480,1.1281,1.1281,0.3034,-0.0010,0.0750,0.2940,7.58,1009.74
258.138,0.2545,1.0935,1.0935,0.3137,0.0550,0.0600,0.3030,7.58,1009.74
258.167,0.2945,1.1400,1.1400,0.2664,-0.1000,-0.1040,0.2240,7.58,1009.74
258.179,0.3101,1.1104,1.1104,0.4151,-0.2040,-0.2830,0.2250,7.58,1009.74
258.198,0.1640,0.9617,0.9617,0.5442,-0.4290,-0.3320,0.0430,7.58,1009.74
258.219,0.2099,0.8277,0.8277,0.4433,-0.2080,-0.3840,-0.0760,7.58,1009.74
258.239,0.2437,0.8414,0.8414,0.6240,-0.3970,-0.4790,-0.0480,7.58,1009.74
258.260,0.2048,0.8767,0.8767,1.1632,-0.9630,-0.6520,0.0230,7.58,1009.74
258.279,0.1520,0.8999,0.8999,1.2752,-0.8990,-0.8510,0.3060,7.58,1009.74
258.299,0.1158,1.0081,1.0081,1.6478,-1.1750,-1.0160,0.5500,7.58,1009.74
258.319,0.2857,0.8759,0.8759,1.9246,-1.3420,-1.1980,0.6840,7.58,1009.74
258.339,0.2820,0.8999,0.8999,2.1316,-1.5640,-1.2520,0.7280,7.58,1009.74
258.360,0.2048,0.9645,0.9645,1.8819,-1.3370,-1.1340,0.6840,7.58,1009.74
258.379,0.1255,1.0066,1.0066,1.4992,-0.9630,-0.9440,0.6550,7.58,1009.74
258.399,0.1940,1.1270,1.1270,1.6991,-1.0800,-0.9370,0.9180,7.58,1009.74
258.419,0.2985,1.2102,1.2102,2.2533,-1.7910,-0.9040,1.0260,7.58,1009.74
258.439,0.0920,1.0325,1.0325,2.2945,-1.9030,-0.8530,0.9570,7.58,1009.74
258.477,0.0584,1.0060,1.0060,1.5481,-1.2790,-0.6010,0.6320,7.58,1009.74
258.519,0.0482,1.0483,1.0483,1.0441,-0.8050,-0.3780,0.5470,7.58,1009.74
258.519,0.1660,1.0436,1.0436,1.2457,-1.1220,-0.2610,0.4740,7.58,1009.74
258.519,0.1640,0.9612,0.9612,1.4115,-1.3170,-0.1900,0.4710,7.58,1009.74
258.539,0.3012,0.9576,0.9576,0.8146,-0.7760,0.1300,0.2110,7.58,1009.74
258.559,0.1342,0.9866,0.9866,0.7692,-0.5720,0.2940,0.4220,7.58,1009.74
258.579,0.0996,0.9165,0.9165,1.0864,-0.9860,0.3600,0.2800,7.58,1009.74
258.600,0.1543,0.9104,0.9104,0.6894,-0.5180,0.3480,0.2930,7.58,1009.74
258.619,0.1611,0.9484,0.9484,0.5858,-0.3280,0.2070,0.4390,7.58,1009.74
258.639,0.3836,1.1092,1.1092,0.9222,-0.4770,-0.0710,0.7860,7.58,1009.74
258.659,0.3799,0.8270,0.8270,0.8001,-0.6900,-0.0060,0.4050,7.58,1009.74
258.679,0.2685,0.8524,0.8524,0.3087,0.0780,0.2010,0.2210,7.58,1009.74
258.699,0.2334,0.9280,0.9280,0.4669,-0.1350,0.4380,0.0890,7.58,1009.74
258.720,0.1203,0.9067,0.9067,0.4721,0.2310,0.3950,0.1160,7.58,1009.74
258.740,0.3191,0.8572,0.8572,0.3793,0.0500,0.3760,0.0050,7.58,1009.74
258.760,0.1890,0.9298,0.9298,0.3443,0.1720,0.2680,0.1310,7.58,1009.74
258.780,0.1663,0.9098,0.9098,0.2833,-0.1430,0.2440,-0.0170,7.58,1009.74
258.800,0.3386,0.7217,0.7217,0.5405,0.3720,0.3580,-0.1600,7.58,1009.74
258.820,0.2172,0.8556,0.8556,0.6530,0.4800,0.3930,-0.2040,7.58,1009.74
258.840,0.0945,1.0636,1.0636,0.3184,0.0960,0.2830,-0.1100,7.58,1009.74
258.860,0.1665,1.0957,1.0957,0.3322,-0.2800,0.1730,-0.0450,7.58,1009.74
258.880,0.1139,1.0301,1.0301,0.2135,-0.1340,0.1660,-0.0090,7.58,1009.74
258.900,0.1338,1.1233,1.1233,0.1595,-0.0090,0.1590,-0.0090,7.58,1009.74
258.920,0.2390,1.2260,1.2260,0.1765,-0.1140,0.0880,0.1020,7.58,1009.74
258.940,0.2664,1.2573,1.2573,0.5863,-0.5800,-0.0380,0.0770,7.58,1009.74
258.960,0.1054,0.9916,0.9916,0.5016,-0.4680,-0.1390,0.1150,7.35,1009.74
258.980,0.0872,0.9429,0.9429,0.4580,-0.2360,-0.2590,0.2950,7.35,1009.74
259.000,0.1343,1.0770,1.0770,0.8598,-0.7560,-0.3070,0.2710,7.35,1009.74
259.020,0.2205,0.8956,0.8956,0.6896,-0.6700,-0.1180,0.1130,7.35,1009.74
259.040,0.2037,0.9951,0.9951,0.5698,-0.5430,-0.0350,0.1690,7.35,1009.74
259.060,0.1911,0.8809,0.8809,0.6744,-0.6540,-0.0230,0.1630,7.35,1009.74
259.080,0.2098,0.8536,0.8536,0.7684,-0.7610,-0.0300,0.1020,7.35,1009.74
