t,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
6.068,0.2653,1.2404,1.2404,0.3202,-0.2660,0.0470,-0.1720,0.0,1009.49
6.083,0.2667,1.2647,1.2647,0.3802,-0.3610,-0.0080,-0.1190,0.0,1009.49
6.103,0.2533,1.2502,1.2502,0.3326,-0.3100,-0.0190,-0.1190,0.0,1009.49
6.123,0.2424,1.2294,1.2294,0.2202,-0.1760,-0.1070,-0.0780,0.0,1009.49
6.143,0.2213,1.2144,1.2144,0.4025,-0.3350,-0.2230,0.0070,0.0,1009.49
6.165,0.1709,1.1642,1.1642,0.6279,-0.5550,-0.2840,0.0750,0.0,1009.49
6.183,0.1121,1.0903,1.0903,0.6510,-0.5530,-0.3080,0.1520,0.0,1009.49
6.203,0.0977,1.0641,1.0641,0.6001,-0.4550,-0.3320,0.2070,0.0,1009.49
6.223,0.0804,1.0610,1.0610,0.5980,-0.3850,-0.3490,0.2960,0.0,1009.49
6.243,0.0655,1.0500,1.0500,0.6479,-0.3500,-0.3820,0.3890,0.0,1009.49
6.265,0.0784,1.0563,1.0563,0.7633,-0.4360,-0.4120,0.4720,0.0,1009.49
6.284,0.0356,1.0004,1.0004,0.7895,-0.4390,-0.4250,0.5000,0.0,1009.49
6.303,0.0464,0.9582,0.9582,0.7828,-0.4100,-0.4260,0.5130,0.0,1009.49
6.324,0.1295,0.8981,0.8981,0.6507,-0.3150,-0.3450,0.4530,0.0,1009.49
6.343,0.2291,0.8382,0.8382,0.4894,0.0380,-0.2250,0.4330,0.0,1009.49
6.366,0.2524,0.8517,0.8517,0.4655,0.0840,-0.1430,0.4350,0.0,1009.49
6.384,0.2876,0.7938,0.7938,0.3142,0.0090,0.0040,0.3140,0.0,1009.49
6.404,0.3277,0.8294,0.8294,0.3176,0.1290,0.0800,0.2790,0.0,1009.49
6.424,0.3669,0.7984,0.7984,0.3187,0.2030,0.1890,0.1570,0.0,1009.49
6.474,0.4172,0.7999,0.7999,0.5150,0.3600,0.3410,0.1390,0.0,1009.49
6.474,0.4574,0.7964,0.7964,0.7058,0.4340,0.5390,0.1390,0.0,1009.49
6.486,0.4337,0.8129,0.8129,0.9091,0.5760,0.6990,-0.0780,0.0,1009.49
6.506,0.3496,0.8702,0.8702,0.8346,0.4570,0.6980,-0.0220,0.0,1009.49
6.525,0.2322,0.9218,0.9218,0.7286,0.3640,0.6040,-0.1830,0.0,1009.49
6.544,0.1677,0.9803,0.9803,0.7666,0.4030,0.5370,-0.3700,0.0,1009.49
6.564,0.1818,1.0831,1.0831,0.9253,0.6680,0.4910,-0.4110,0.0,1009.49
6.585,0.2366,1.1726,1.1726,0.7932,0.5870,0.4320,-0.3130,0.0,1009.49
6.604,0.2511,1.2151,1.2151,0.5312,0.0890,0.3380,-0.4000,0.0,1009.49
6.624,0.3966,1.2952,1.2952,0.3262,0.2210,0.1160,-0.2100,0.0,1009.49
6.644,0.3989,1.2473,1.2473,0.2772,0.0870,-0.0410,-0.2600,0.0,1009.49
6.664,0.4299,1.2344,1.2344,0.3165,0.0050,-0.1940,-0.2500,0.0,1009.49
6.684,0.3414,1.1273,1.1273,0.4136,0.1850,-0.2660,-0.2570,0.0,1009.49
6.705,0.2772,1.0800,1.0800,0.5734,0.4180,-0.3180,-0.2300,0.0,1009.49
6.724,0.2464,1.0010,1.0010,0.5929,0.4400,-0.3380,-0.2090,0.0,1009.49
6.744,0.1816,0.9781,0.9781,0.5747,0.4660,-0.3130,-0.1230,0.0,1009.49
6.764,0.1214,1.0004,1.0004,0.3904,0.2750,-0.2760,-0.0250,0.0,1009.49
6.784,0.1521,0.9696,0.9696,0.2043,-0.0020,-0.2030,0.0230,0.0,1009.49
6.804,0.1656,0.9494,0.9494,0.1628,-0.1350,-0.0530,0.0740,0.0,1009.49
6.824,0.1644,0.9460,0.9460,0.2262,-0.1490,0.1110,0.1290,0.0,1009.49
6.844,0.1363,0.9162,0.9162,0.3208,-0.0550,0.2380,0.2080,0.0,1009.49
6.864,0.1622,0.9559,0.9559,0.4496,-0.1390,0.3170,0.2870,0.0,1009.49
6.884,0.1869,0.9836,0.9836,0.5385,-0.2890,0.2910,0.3490,0.0,1009.49
6.904,0.2019,0.9968,0.9968,0.5102,-0.2790,0.1830,0.3860,0.0,1009.49
6.924,0.1714,0.9773,0.9773,0.4123,-0.1920,0.0530,0.3610,0.0,1009.49
6.944,0.1498,0.9635,0.9635,0.3370,-0.1440,-0.0210,0.3040,0.0,1009.49
6.964,0.1273,0.9064,0.9064,0.3213,-0.2530,-0.0650,0.1870,0.0,1009.49
6.985,0.1709,0.8438,0.8438,0.2824,-0.2310,-0.1230,0.1060,0.0,1009.49
7.005,0.1933,0.8075,0.8075,0.2666,-0.2240,-0.0950,0.1090,0.0,1009.49
7.025,0.1896,0.8140,0.8140,0.2623,-0.2080,-0.1110,0.1150,0.0,1009.49
7.044,0.1569,0.8537,0.8537,0.4407,-0.4070,-0.0900,0.1430,0.0,1009.49
7.065,0.1812,0.8447,0.8447,0.5818,-0.5460,-0.0710,0.1880,0.0,1009.49
7.085,0.1718,0.8337,0.8337,0.5786,-0.5230,-0.0470,0.2430,0.0,1009.49
7.105,0.1581,0.8532,0.8532,0.5665,-0.4910,-0.0450,0.2790,0.0,1009.49
7.125,0.1177,0.9020,0.9020,0.6264,-0.5600,0.0380,0.2780,0.0,1009.49
7.145,0.1402,0.8793,0.8793,0.5349,-0.4600,0.0800,0.2610,0.0,1009.49
7.165,0.1160,0.9100,0.9100,0.4513,-0.3780,0.1260,0.2120,0.0,1009.49
7.185,0.1172,0.9141,0.9141,0.2993,-0.2450,0.0940,0.1440,0.0,1009.49
7.205,0.1289,0.9807,0.9807,0.2128,-0.1330,0.0940,0.1370,0.0,1009.49
7.225,0.1272,1.0269,1.0269,0.1824,-0.1260,0.0450,0.1240,0.0,1009.49
7.245,0.1740,1.1281,1.1281,0.1601,-0.1390,0.0230,0.0760,0.0,1009.49
7.265,0.2509,1.1909,1.1909,0.0363,-0.0320,-0.0160,0.0060,0.0,1009.49
7.285,0.2677,1.1973,1.1973,0.1699,-0.0500,-0.0960,-0.1310,0.0,1009.49
7.305,0.2571,1.1539,1.1539,0.3100,0.0690,-0.1770,-0.2450,0.0,1009.49
7.325,0.2864,1.1474,1.1474,0.5035,0.2860,-0.2880,-0.2980,0.0,1009.49
7.345,0.2232,1.1531,1.1531,0.4642,-0.0470,-0.2990,-0.3520,0.0,1009.49
7.365,0.1884,1.1290,1.1290,0.5178,-0.1350,-0.3050,-0.3960,0.0,1009.49
7.385,0.2902,1.1579,1.1579,0.4429,0.0160,-0.2630,-0.3560,0.0,1009.49
7.405,0.2038,1.1288,1.1288,0.4870,-0.1130,-0.1450,-0.4510,0.0,1009.49
7.425,0.1635,1.0719,1.0719,0.4517,-0.2480,-0.1340,-0.3530,0.0,1009.49
7.445,0.1482,1.0504,1.0504,0.3861,-0.2150,-0.0600,-0.3150,0.0,1009.49
7.465,0.1314,1.0914,1.0914,0.3672,-0.2120,0.0220,-0.2990,0.0,1009.49
7.485,0.1426,1.0406,1.0406,0.3982,-0.2610,0.0320,-0.2990,0.0,1009.49
7.505,0.0943,0.9946,0.9946,0.3473,-0.1370,0.0090,-0.3190,0.0,1009.49
7.526,0.0985,0.9551,0.9551,0.3595,0.0350,-0.0360,-0.3560,0.54,1009.49
7.547,0.0837,0.9748,0.9748,0.4455,0.1740,-0.0990,-0.3980,0.54,1009.49
7.565,0.0825,1.0034,1.0034,0.4834,0.1690,-0.0840,-0.4450,0.54,1009.49
7.586,0.0516,1.0010,1.0010,0.4576,0.2090,-0.0900,-0.3970,0.54,1009.49
7.606,0.0612,1.0070,1.0070,0.4544,0.0980,-0.0490,-0.4410,0.54,1009.49
7.626,0.0924,1.0436,1.0436,0.3046,0.1510,-0.0290,-0.2630,0.54,1009.49
7.645,0.1625,1.1184,1.1184,0.1625,-0.0200,0.0510,-0.1530,0.54,1009.49
7.666,0.1714,1.1516,1.1516,0.1782,-0.1500,0.0790,-0.0550,0.54,1009.49
7.686,0.1684,1.1503,1.1503,0.2216,-0.2020,0.0910,0.0060,0.54,1009.49
7.706,0.1825,1.1449,1.1449,0.1896,-0.1620,0.0950,0.0260,0.54,1009.49
7.726,0.1664,1.0996,1.0996,0.2228,-0.2040,0.0730,-0.0520,0.54,1009.49
7.746,0.1569,1.0516,1.0516,0.1965,-0.1600,0.0220,-0.1120,0.54,1009.49
7.766,0.1196,1.0023,1.0023,0.1595,-0.0420,-0.0660,-0.1390,0.54,1009.49
7.786,0.1065,1.0059,1.0059,0.2392,0.1170,-0.1640,-0.1290,0.54,1009.49
7.806,0.0809,1.0327,1.0327,0.3076,0.1450,-0.2660,-0.0530,0.54,1009.49
7.826,0.0488,0.9997,0.9997,0.3608,0.0400,-0.3350,-0.1280,0.54,1009.49
7.846,0.1664,0.8869,0.8869,0.3965,0.1970,-0.3210,-0.1240,0.54,1009.49
7.866,0.2660,0.7884,0.7884,0.5376,0.4410,-0.2840,-0.1180,0.54,1009.49
7.886,0.3003,0.7713,0.7713,0.5527,0.4730,-0.2640,-0.1100,0.54,1009.49
7.908,0.3587,0.7235,0.7235,0.4630,0.3150,-0.2970,-0.1640,0.54,1009.47
7.926,0.4240,0.6826,0.6826,0.3266,0.1170,-0.2230,-0.2080,0.54,1009.47
7.946,0.4384,0.6756,0.6756,0.3333,-0.0120,-0.1850,-0.2770,0.54,1009.47
7.966,0.5181,0.6008,0.6008,0.4497,-0.0440,-0.0700,-0.4420,0.54,1009.47
7.986,0.5494,0.5891,0.5891,0.6883,0.1600,0.0230,-0.6690,0.54,1009.47
8.007,0.4955,0.6261,0.6261,0.8906,0.3590,0.0570,-0.8130,0.54,1009.47
8.026,0.3675,0.7667,0.7667,0.9841,0.1210,0.1050,-0.9710,0.54,1009.47
8.046,0.2739,0.8721,0.8721,1.0380,-0.2230,0.0600,-1.0120,0.54,1009.47
8.066,0.1929,0.9998,0.9998,1.0191,-0.2720,-0.0170,-0.9820,0.54,1009.47
8.086,0.2286,1.1622,1.1622,0.9366,-0.3480,-0.1350,-0.8590,0.54,1009.47
8.106,0.3454,1.2695,1.2695,1.0759,-0.7710,-0.3020,-0.6870,0.54,1009.47
8.126,0.3626,1.2385,1.2385,1.3414,-1.1200,-0.4260,-0.6030,0.54,1009.47
8.146,0.3439,1.1358,1.1358,0.9778,-0.6800,-0.5640,-0.4190,0.54,1009.47
8.167,0.4723,1.2808,1.2808,0.8392,-0.5480,-0.5720,-0.2770,0.54,1009.47
8.187,0.5371,1.3024,1.3024,0.9087,-0.6490,-0.5990,-0.2140,0.54,1009.47
8.207,0.5630,1.3471,1.3471,0.8486,-0.6000,-0.5990,-0.0360,0.54,1009.47
8.227,0.5179,1.2975,1.2975,0.7226,-0.4560,-0.5580,0.0540,0.54,1009.47
8.247,0.4774,1.2916,1.2916,0.5805,-0.1820,-0.5240,0.1710,0.54,1009.47
8.267,0.4684,1.2863,1.2863,0.5284,-0.0960,-0.4900,0.1730,0.54,1009.47
8.287,0.3500,1.2439,1.2439,0.4382,0.0830,-0.4250,0.0670,0.54,1009.47
8.307,0.2514,1.1790,1.1790,0.4741,0.3150,-0.3530,-0.0310,0.54,1009.47
8.327,0.1743,1.1294,1.1294,0.5471,0.4090,-0.3200,-0.1720,0.54,1009.47
8.348,0.0976,1.0704,1.0704,0.6304,0.4930,-0.2500,-0.3030,0.54,1009.47
8.367,0.0770,1.0037,1.0037,0.7851,0.6230,-0.1910,-0.4380,0.54,1009.47
8.387,0.0842,0.9436,0.9436,0.7995,0.6340,-0.1450,-0.4650,0.54,1009.47
8.407,0.1895,0.8827,0.8827,0.8473,0.6570,-0.0980,-0.5260,0.54,1009.47
8.427,0.1863,0.9061,0.9061,0.8424,0.6700,-0.1170,-0.4970,0.54,1009.47
8.447,0.1684,0.8819,0.8819,0.5300,0.2350,0.0100,-0.4750,0.54,1009.47
8.467,0.3484,0.7786,0.7786,0.6299,0.2900,0.1160,-0.5470,0.54,1009.47
8.488,0.3346,0.7490,0.7490,0.7497,0.6080,0.1390,-0.4160,0.54,1009.47
8.507,0.3639,0.7352,0.7352,0.5878,0.2730,0.2700,-0.4450,0.54,1009.47
8.527,0.4030,0.7003,0.7003,0.5093,0.1200,0.2860,-0.4040,0.54,1009.47
8.547,0.3733,0.6965,0.6965,0.4462,-0.0220,0.2950,-0.3340,0.54,1009.47
8.567,0.3635,0.7095,0.7095,0.5058,-0.2620,0.2430,-0.3580,0.54,1009.47
8.587,0.3433,0.7149,0.7149,0.3938,-0.0940,0.1040,-0.3680,0.54,1009.47
8.607,0.2531,0.8021,0.8021,0.3703,-0.1840,-0.0140,-0.3210,0.54,1009.47
8.627,0.1682,0.8778,0.8778,0.6361,-0.5340,-0.0770,-0.3370,0.54,1009.47
8.647,0.1478,0.8773,0.8773,0.6052,-0.4980,-0.1510,-0.3090,0.54,1009.47
8.667,0.1694,0.8684,0.8684,0.4083,-0.2900,-0.1160,-0.2630,0.54,1009.47
8.687,0.1159,0.9643,0.9643,0.5665,-0.5080,-0.1400,-0.2080,0.54,1009.47
8.707,0.1911,1.0582,1.0582,0.6086,-0.5650,-0.2260,-0.0120,0.54,1009.47
8.727,0.2377,1.1706,1.1706,0.9362,-0.8730,-0.3380,-0.0020,0.54,1009.47
8.747,0.2745,1.1777,1.1777,1.0444,-0.9170,-0.4780,0.1460,0.54,1009.47
8.768,0.2797,1.1568,1.1568,1.1418,-0.9750,-0.5540,0.2150,0.54,1009.47
8.788,0.2046,1.0936,1.0936,1.0737,-0.8880,-0.5040,0.3320,0.54,1009.47
8.808,0.2220,1.0420,1.0420,1.1065,-0.8810,-0.4050,0.5330,0.54,1009.47
8.828,0.2208,1.0811,1.0811,1.1522,-0.8340,-0.3100,0.7320,0.54,1009.47
8.848,0.2847,1.1204,1.1204,1.2596,-0.8210,-0.2460,0.9230,0.54,1009.47
8.868,0.3243,1.2095,1.2095,1.3512,-0.8870,-0.1920,1.0010,0.54,1009.47
8.888,0.3157,1.2261,1.2261,1.3077,-0.7990,-0.1220,1.0280,0.54,1009.47
8.908,0.2790,1.1851,1.1851,1.1660,-0.6240,0.0030,0.9850,0.54,1009.47
8.928,0.2203,1.1361,1.1361,0.8889,-0.2630,0.0430,0.8480,0.54,1009.47
8.948,0.2519,1.1390,1.1390,0.7435,-0.0260,0.1090,0.7350,0.54,1009.47
8.968,0.2431,1.1460,1.1460,0.5395,0.1120,0.0780,0.5220,0.54,1009.47
8.988,0.2356,1.1356,1.1356,0.4781,0.2800,0.0210,0.3870,0.54,1009.47
9.008,0.2176,1.1049,1.1049,0.4719,0.3840,0.0270,0.2730,0.54,1009.47
9.028,0.1609,1.0557,1.0557,0.4576,0.4260,-0.0020,0.1670,0.54,1009.47
9.048,0.1237,1.0132,1.0132,0.4151,0.3870,0.0070,0.1500,0.54,1009.47
9.068,0.1697,0.9474,0.9474,0.4100,0.3800,0.0940,0.1220,0.54,1009.47
9.088,0.2265,0.8816,0.8816,0.4371,0.4060,0.1460,0.0700,0.54,1009.47
9.108,0.3055,0.8557,0.8557,0.4396,0.3430,0.2710,0.0460,0.54,1009.47
9.128,0.3315,0.8542,0.8542,0.4306,0.2550,0.3470,0.0000,0.54,1009.47
9.148,0.3541,0.8129,0.8129,0.4840,0.2080,0.4370,-0.0010,0.54,1009.47
9.168,0.3247,0.8539,0.8539,0.4808,0.2150,0.4280,0.0420,0.54,1009.47
9.188,0.2704,0.9045,0.9045,0.3773,-0.0110,0.3770,-0.0090,0.54,1009.47
9.208,0.1672,0.9341,0.9341,0.3276,-0.1080,0.3010,0.0710,0.54,1009.47
9.228,0.1111,1.0124,1.0124,0.2948,-0.2300,0.1830,-0.0230,0.54,1009.47
9.248,0.0837,1.0821,1.0821,0.3637,-0.3270,0.1570,0.0260,0.54,1009.47
9.268,0.2306,1.1817,1.1817,0.4102,-0.3980,0.0910,0.0400,0.54,1009.47
9.289,0.3774,1.2795,1.2795,0.5639,-0.5620,-0.0160,0.0430,0.54,1009.47
9.309,0.4729,1.2654,1.2654,0.5179,-0.4870,-0.1210,0.1280,0.54,1009.47
9.329,0.5331,1.2502,1.2502,0.3036,-0.1360,-0.2640,0.0630,0.54,1009.47
9.349,0.5355,1.2185,1.2185,0.3893,0.2080,-0.3250,-0.0520,0.54,1009.47
9.369,0.5093,1.2348,1.2348,0.5353,0.3640,-0.3770,-0.1090,0.54,1009.47
9.389,0.5310,1.2769,1.2769,0.4297,0.1840,-0.3770,-0.0930,0.54,1009.47
9.409,0.4399,1.1965,1.1965,0.2937,0.0360,-0.2450,-0.1580,0.54,1009.47
9.429,0.2471,1.0906,1.0906,0.2714,0.2280,-0.1080,-0.1000,0.54,1009.47
9.449,0.2508,1.0119,1.0119,0.3102,0.3090,0.0190,-0.0200,0.54,1009.47
9.469,0.2487,0.9663,0.9663,0.3183,0.2750,0.1550,0.0410,0.54,1009.47
9.489,0.2046,0.9577,0.9577,0.4322,0.3080,0.2830,0.1090,0.54,1009.47
9.509,0.2160,0.9504,0.9504,0.4883,0.2610,0.3400,0.2340,0.54,1009.47
9.529,0.2103,0.9084,0.9084,0.5817,0.3400,0.3700,0.2930,0.54,1009.47
9.549,0.1654,0.8987,0.8987,0.7740,0.5480,0.3890,0.3840,0.54,1009.47
9.569,0.1833,0.9137,0.9137,0.7022,0.3970,0.4180,0.4010,0.54,1009.47
9.589,0.1874,0.8809,0.8809,0.6763,0.3230,0.4430,0.3960,0.54,1009.47
9.609,0.1716,0.8344,0.8344,0.7081,0.3880,0.4560,0.3780,0.54,1009.47
9.629,0.2137,0.7876,0.7876,0.6202,0.3130,0.4600,0.2740,0.54,1009.47
9.649,0.2386,0.7668,0.7668,0.5809,0.3450,0.3850,0.2650,0.54,1009.47
9.669,0.2525,0.7705,0.7705,0.4758,0.1960,0.3570,0.2460,0.54,1009.47
9.689,0.2390,0.7850,0.7850,0.3495,0.0590,0.2840,0.1950,0.54,1009.47
9.709,0.2399,0.8226,0.8226,0.2626,-0.0290,0.1820,0.1870,0.54,1009.47
9.729,0.2296,0.8419,0.8419,0.1795,-0.0570,0.1110,0.1290,0.54,1009.47
9.749,0.2460,0.8646,0.8646,0.2578,0.0880,0.1210,0.2100,0.54,1009.47
9.769,0.1586,0.9456,0.9456,0.1971,-0.0090,0.0190,0.1960,0.54,1009.47
9.789,0.1300,1.0186,1.0186,0.2488,-0.2130,-0.0200,0.1270,0.54,1009.47
9.809,0.1415,0.9760,0.9760,0.1420,-0.0260,-0.0860,0.1100,0.54,1009.47
9.829,0.0633,1.0466,1.0466,0.1935,-0.1470,-0.1150,-0.0510,0.54,1009.47
9.850,0.0965,1.0561,1.0561,0.2878,-0.2290,-0.1310,-0.1150,0.54,1009.47
9.869,0.1201,1.0184,1.0184,0.2563,-0.0650,-0.1040,-0.2250,0.54,1009.47
9.890,0.1613,1.0537,1.0537,0.2955,0.0340,-0.0970,-0.2770,0.54,1009.47
9.909,0.2103,1.1157,1.1157,0.3104,-0.0310,-0.1190,-0.2850,0.54,1009.47
9.930,0.2338,1.1719,1.1719,0.1904,-0.0320,-0.0930,-0.1630,0.54,1009.47
9.950,0.2814,1.2269,1.2269,0.3215,-0.2430,-0.0770,-0.1960,0.44,1009.47
9.970,0.1947,1.1659,1.1659,0.3555,-0.3020,-0.0310,-0.1850,0.44,1009.47
9.990,0.1426,1.0956,1.0956,0.2356,-0.1510,-0.0370,-0.1770,0.44,1009.47
10.010,0.1173,1.0875,1.0875,0.3009,-0.2040,-0.0230,-0.2200,0.44,1009.47
10.030,0.0780,1.0636,1.0636,0.3342,-0.2690,0.0110,-0.1980,0.44,1009.47
10.050,0.0486,1.0245,1.0245,0.2722,-0.2290,-0.0070,-0.1470,0.44,1009.47
10.070,0.0498,1.0462,1.0462,0.3220,-0.3020,-0.0480,-0.1010,0.44,1009.47
10.090,0.0252,0.9966,0.9966,0.2163,-0.1960,-0.0780,-0.0480,0.44,1009.47
10.110,0.0798,0.9402,0.9402,0.1049,-0.0710,-0.0730,0.0250,0.44,1009.47
10.130,0.0965,0.9261,0.9261,0.1038,-0.0850,-0.0490,0.0340,0.44,1009.47
10.150,0.1407,0.8821,0.8821,0.0880,0.0610,-0.0070,0.0630,0.44,1009.47
10.170,0.1342,0.8765,0.8765,0.1747,0.1650,-0.0060,0.0570,0.44,1009.47
10.190,0.1286,0.8989,0.8989,0.2125,0.2060,0.0030,0.0520,0.44,1009.47
10.210,0.1275,0.8965,0.8965,0.2913,0.2580,0.0440,0.1280,0.44,1009.47
10.230,0.2195,0.8796,0.8796,0.3100,0.2280,0.1460,0.1510,0.44,1009.47
10.250,0.2162,0.9148,0.9148,0.2664,0.1390,0.2000,0.1080,0.44,1009.47
10.270,0.2068,0.9193,0.9193,0.2288,0.0040,0.2280,-0.0190,0.44,1009.47
10.290,0.2392,0.8788,0.8788,0.2782,0.1390,0.2300,-0.0720,0.44,1009.47
10.311,0.2202,0.8867,0.8867,0.2816,0.1040,0.1900,-0.1800,0.44,1009.47
10.330,0.2075,0.8927,0.8927,0.2607,0.0210,0.1610,-0.2040,0.44,1009.47
10.350,0.1797,0.9092,0.9092,0.2860,0.0010,0.1540,-0.2410,0.44,1009.47
10.370,0.1384,0.9385,0.9385,0.3369,-0.1140,0.1910,-0.2530,0.44,1009.47
10.390,0.1442,0.9770,0.9770,0.3814,-0.2090,0.1890,-0.2570,0.44,1009.47
10.410,0.1133,1.0038,1.0038,0.5283,-0.3920,0.1990,-0.2930,0.44,1009.47
10.430,0.1243,0.9903,0.9903,0.5339,-0.4020,0.1860,-0.2980,0.44,1009.47
10.450,0.1524,1.0100,1.0100,0.5053,-0.4380,0.1360,-0.2120,0.44,1009.47
10.470,0.1582,1.1026,1.1026,0.6736,-0.6560,0.0350,-0.1490,0.44,1009.47
10.491,0.2317,1.1448,1.1448,0.7119,-0.7010,-0.1170,-0.0420,0.44,1009.46
10.512,0.2654,1.1462,1.1462,0.8438,-0.8030,-0.2560,-0.0410,0.44,1009.46
10.531,0.2935,1.0949,1.0949,0.7844,-0.6990,-0.3550,0.0270,0.44,1009.46
10.551,0.2945,1.0286,1.0286,0.6797,-0.5530,-0.3900,0.0640,0.44,1009.46
10.571,0.2803,0.9875,0.9875,0.4857,-0.2750,-0.3720,0.1480,0.44,1009.46
10.591,0.2477,0.9798,0.9798,0.4313,-0.1760,-0.3470,0.1860,0.44,1009.46
10.611,0.2499,0.9941,0.9941,0.4497,-0.2150,-0.2910,0.2670,0.44,1009.46
10.631,0.2208,0.9713,0.9713,0.3969,-0.1240,-0.2310,0.2980,0.44,1009.46
10.651,0.1505,1.0079,1.0079,0.3624,-0.1150,-0.1350,0.3160,0.44,1009.46
10.671,0.1539,0.9866,0.9866,0.3205,0.0480,-0.0230,0.3160,0.44,1009.46
10.691,0.1446,1.0530,1.0530,0.3164,0.1650,0.0330,0.2680,0.44,1009.46
10.711,0.1750,1.1051,1.1051,0.3209,0.2520,0.0750,0.1840,0.44,1009.46
10.731,0.1599,1.0919,1.0919,0.3623,0.3410,0.0950,0.0770,0.44,1009.46
10.751,0.1675,1.0615,1.0615,0.4644,0.4610,0.0560,0.0070,0.44,1009.46
10.771,0.1900,1.1098,1.1098,0.5718,0.5690,-0.0010,-0.0570,0.44,1009.46
10.791,0.1701,1.1050,1.1050,0.4998,0.4890,-0.0950,-0.0410,0.44,1009.46
10.811,0.1475,1.1238,1.1238,0.4412,0.4060,-0.1190,-0.1250,0.44,1009.46
10.831,0.1270,1.1090,1.1090,0.4339,0.3630,-0.1730,-0.1630,0.44,1009.46
10.851,0.0855,1.0624,1.0624,0.3822,0.2640,-0.1760,-0.2130,0.44,1009.46
10.871,0.0661,1.0234,1.0234,0.3469,0.2300,-0.1760,-0.1910,0.44,1009.46
10.891,0.1000,0.9969,0.9969,0.3298,0.1010,-0.2000,-0.2420,0.44,1009.46
10.912,0.1116,0.9663,0.9663,0.3721,0.0250,-0.2330,-0.2890,0.44,1009.46
10.931,0.1137,0.9315,0.9315,0.3700,-0.0530,-0.2430,-0.2740,0.44,1009.46
10.951,0.1620,0.9100,0.9100,0.4449,-0.1430,-0.2680,-0.3250,0.44,1009.46
10.972,0.1671,0.8953,0.8953,0.4661,-0.1630,-0.2690,-0.3440,0.44,1009.46
10.998,0.2113,0.8435,0.8435,0.5074,-0.2020,-0.2850,-0.3680,0.44,1009.46
11.012,0.2096,0.8229,0.8229,0.3568,0.0290,-0.1940,-0.2980,0.44,1009.46
11.032,0.1403,0.8958,0.8958,0.3861,-0.1380,-0.0340,-0.3590,0.39,1009.46
11.053,0.1236,0.9622,0.9622,0.3121,-0.1170,0.0690,-0.2810,0.39,1009.46
11.072,0.1015,1.0230,1.0230,0.3794,-0.1360,0.0920,-0.3420,0.39,1009.46
11.092,0.2250,1.1505,1.1505,0.5462,-0.3700,0.1520,-0.3720,0.39,1009.46
11.112,0.2141,1.0632,1.0632,0.5578,-0.2730,0.2030,-0.4420,0.39,1009.46
11.132,0.3424,1.0889,1.0889,0.5105,0.1800,0.0960,-0.4680,0.39,1009.46
11.152,0.2820,1.1550,1.1550,0.6161,0.0320,-0.0720,-0.6110,0.39,1009.46
11.172,0.3243,1.2203,1.2203,0.7415,-0.1100,-0.2670,-0.6830,0.39,1009.46
11.192,0.2535,1.1775,1.1775,0.7473,-0.1010,-0.3970,-0.6250,0.39,1009.46
11.212,0.1217,1.0723,1.0723,0.7444,-0.0880,-0.4790,-0.5630,0.39,1009.46
11.232,0.1275,1.0566,1.0566,0.6563,0.0500,-0.5240,-0.3920,0.39,1009.46
11.252,0.1199,1.0643,1.0643,0.6030,-0.2200,-0.5080,-0.2390,0.39,1009.46
11.272,0.1594,1.0339,1.0339,0.5123,-0.2880,-0.4060,-0.1210,0.39,1009.46
11.292,0.1613,0.9600,0.9600,0.3573,-0.0400,-0.2960,0.1960,0.39,1009.46
11.312,0.1844,0.9380,0.9380,0.3157,0.0370,-0.1390,0.2810,0.39,1009.46
11.332,0.1603,0.9540,0.9540,0.3540,0.0370,-0.0460,0.3490,0.39,1009.46
11.352,0.1020,0.9576,0.9576,0.4124,0.1540,0.0440,0.3800,0.39,1009.46
11.372,0.0745,0.9286,0.9286,0.4963,0.2980,0.1210,0.3780,0.39,1009.46
11.392,0.0849,0.9448,0.9448,0.6273,0.4410,0.1870,0.4050,0.39,1009.46
11.412,0.0999,0.9811,0.9811,0.6551,0.5040,0.1730,0.3810,0.39,1009.46
11.432,0.1714,1.0708,1.0708,0.6028,0.4790,0.1540,0.3320,0.39,1009.46
11.452,0.1752,1.0458,1.0458,0.6242,0.5530,0.1650,0.2380,0.39,1009.46
11.472,0.1741,1.0219,1.0219,0.6601,0.5760,0.2480,0.2060,0.39,1009.46
11.492,0.1706,1.0080,1.0080,0.6996,0.6290,0.2800,0.1240,0.39,1009.46
11.512,0.1711,1.0599,1.0599,0.7096,0.6350,0.2810,0.1460,0.39,1009.46
11.532,0.2019,1.1275,1.1275,0.5143,0.4470,0.2390,0.0870,0.39,1009.46
11.552,0.1613,1.1110,1.1110,0.4132,0.3400,0.2340,0.0190,0.39,1009.46
11.572,0.1424,1.0869,1.0869,0.5734,0.5190,0.2390,-0.0480,0.39,1009.46
11.592,0.1322,1.0260,1.0260,0.5774,0.4920,0.2920,-0.0780,0.39,1009.46
11.613,0.1003,1.0416,1.0416,0.5081,0.3820,0.3350,0.0030,0.39,1009.46
11.633,0.0789,1.0595,1.0595,0.3619,0.1260,0.3260,0.0940,0.39,1009.46
11.653,0.1549,1.0815,1.0815,0.3600,0.0030,0.3210,0.1630,0.39,1009.46
11.673,0.1562,1.0548,1.0548,0.4525,0.2430,0.3120,0.2200,0.39,1009.46
