t,message
-1785058104.205,"7861.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058102.953,"7862.699:v15 REJECT reason=gateNoJumpEvidence dCrs=1.57 drop=0.93 yank=1.73; 7862.699:v15 CANDIDATE t0=7860.05 yank=1.62g quietAt=7861.87 B(abs)=n/a B(rel)=-5.12"
-1785058099.197,"7865.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7866.699:v15 REJECT reason=gateNoJumpEvidence dCrs=1.87 drop=0.97 yank=1.62; 7866.699:v15 CANDIDATE t0=7862.79 yank=1.44g quietAt=7866.05 B(abs)=n/a B(rel)=n/a"
-1785058071.652,"7893.698:v15 REJECT reason=maxFlightExceeded air=30.00; 7893.698:v15 CANDIDATE t0=7889.21 yank=1.51g quietAt=7892.80 B(abs)=n/a B(rel)=-5.64"
-1785058054.108,"7911.692:v15 LANDING gpsSpeedRecovery impact=0.00g air=21.27; 7911.692:v15 REJECT reason=ballisticAboveHardCap hBal=79.21 air=21.27; 7911.693:v15 CANDIDATE t0=7910.16 yank=1.79g quietAt=7911.49 B(abs)=n/a B(rel)=-9.14"
-1785058049.100,"7915.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7916.701:v15 REJECT reason=gateEntrySpeed vin=4.92; 7916.702:v15 CANDIDATE t0=7914.39 yank=1.59g quietAt=7916.16 B(abs)=n/a B(rel)=-9.63"
-1785058045.344,"7919.703:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058044.092,"7920.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.35 drop=0.85 yank=1.59; 7920.700:v15 CANDIDATE t0=7917.02 yank=1.52g quietAt=7920.40 B(abs)=n/a B(rel)=n/a"
-1785058029.067,"7936.699:v15 IMPACT pending=1.91g air=18.93"
-1785058027.815,"7937.701:v15 LANDING impact impact=1.91g air=18.93; 7937.702:v15 REJECT reason=gateNoJumpEvidence dCrs=8.50 drop=0.85 yank=1.52; 7937.702:v15 REJECT reason=gateNoJumpEvidence dCrs=4.18 drop=1.05 yank=1.33; 7937.702:v15 REJECT reason=gateNoJumpEvidence dCrs=3.45 drop=1.00 yank=1.29; 7937.702:v15 REJECT reason=gateNoJumpEvidence dCrs=1.31 drop=0.99 yank=1.31; 7937.703:v15 REJECT reason=gateNoJumpEvidence dCrs=1.31 drop=0.99 yank=1.39; 7937.703:v15 REJECT reason=gateNoJumpEvidence dCrs=0.21 drop=0.98 yank=1.52; 7937.703:v15 CANDIDATE t0=7935.95 yank=1.91g quietAt=7937.46 B(abs)=n/a B(rel)=-9.57"
-1785058024.059,"7941.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058022.807,"7942.698:v15 REJECT reason=gateNoJumpEvidence dCrs=0.40 drop=0.98 yank=1.91; 7942.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.30 drop=0.98 yank=1.44; 7942.699:v15 CANDIDATE t0=7940.21 yank=1.48g quietAt=7941.95 B(abs)=n/a B(rel)=-10.17"
-1785058019.050,"7945.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7946.700:v15 REJECT reason=gateNoJumpEvidence dCrs=1.91 drop=1.03 yank=1.48; 7946.700:v15 CANDIDATE t0=7942.82 yank=1.29g quietAt=7946.22 B(abs)=n/a B(rel)=n/a"
-1785057992.712,"7972.705:v15 IMPACT pending=2.07g air=29.14"
-1785057991.460,"7973.698:v15 LANDING impact+maxFlightExceeded impact=3.10g air=29.17; 7973.699:v15 REJECT reason=gateNoJumpEvidence dCrs=11.16 drop=0.89 yank=1.29; 7973.699:v15 REJECT reason=floatBelowMin float=0.33; 7973.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.86 drop=0.95 yank=1.22; 7973.700:v15 REJECT reason=floatBelowMin float=0.30; 7973.700:v15 REJECT reason=floatBelowMin float=0.29; 7973.700:v15 CANDIDATE t0=7971.99 yank=3.10g quietAt=7973.00 B(abs)=n/a B(rel)=-11.70; 7974.697:v15 IMPACT pending=2.15g air=1.64"
-1785057990.208,"7975.697:v15 IMPACT discarded=3.12g — early mid-flight jolt (quiet resumed); 7975.697:v15 IMPACT pending=2.04g air=3.20"
-1785057987.704,"7977.689:v15 LANDING impact impact=2.04g air=3.21; 7975.194:JUMP(v15) FINAL h=1.89m src=ballistic air=3.21s dist=12.05m hFit=-1.0 hRel=-1.0 hBal=1.89 arcPts=0 yank=3.1g impact=2.04g float=0.57 rot=1.1 hard=true conf=50.0 latency=1.5s; 7977.694:v15 JUMP h=1.89m src=ballistic air=3.21s conf=0.50; 7977.694:v15 REJECT(open) reason=retriggerGuard"
-1785057981.443,"7983.697:v15 CANDIDATE t0=7981.44 yank=1.35g quietAt=7982.76 B(abs)=n/a B(rel)=n/a"
-1785057961.410,"8003.699:v15 IMPACT pending=2.16g air=21.51"
-1785057960.158,"8004.700:v15 LANDING impact impact=2.16g air=21.52; 8004.701:v15 REJECT reason=gateEntrySpeed vin=4.58; 8004.701:v15 REJECT reason=gateNoJumpEvidence dCrs=20.28 drop=0.95 yank=1.25; 8004.701:v15 REJECT reason=gateNoJumpEvidence dCrs=20.76 drop=0.95 yank=1.33; 8004.702:v15 REJECT reason=gateNoJumpEvidence dCrs=20.76 drop=0.95 yank=1.23; 8004.702:v15 REJECT reason=gateNoJumpEvidence dCrs=13.80 drop=0.95 yank=1.23; 8004.702:v15 CANDIDATE t0=8002.96 yank=2.16g quietAt=8004.46 B(abs)=n/a B(rel)=-8.08; 8005.691:v15 IMPACT pending=2.08g air=1.77"
-1785057958.906,"8006.694:v15 LANDING impact+splash(rel) impact=2.92g air=1.79; 8004.748:JUMP(v15) FINAL h=1.86m src=ballistic air=1.79s dist=8.4m hFit=-1.0 hRel=-1.0 hBal=1.86 arcPts=0 yank=2.16g impact=2.92g float=0.52 rot=1.05 hard=true conf=50.0 latency=1.0s; 8006.700:v15 JUMP h=1.86m src=ballistic air=1.79s conf=0.50; 8006.701:v15 REJECT(open) reason=retriggerGuard"
-1785057952.631,"8012.697:v15 CANDIDATE t0=8010.73 yank=1.49g quietAt=8011.81 B(abs)=n/a B(rel)=n/a; 8012.697:v15 IMPACT pending=1.98g air=1.08"
-1785057950.126,"8014.700:v15 LANDING impact impact=2.21g air=1.91; 8014.700:v15 REJECT reason=gateEntrySpeed vin=4.47; 8014.700:v15 REJECT reason=ballisticAboveHardCap hBal=9.46 air=6.53; 8014.700:v15 REJECT reason=gateEntrySpeed vin=4.64; 8014.700:v15 REJECT reason=gateEntrySpeed vin=4.21; 8014.701:v15 REJECT reason=gateEntrySpeed vin=3.93; 8014.701:v15 CANDIDATE t0=8012.65 yank=2.21g quietAt=8014.15 B(abs)=n/a B(rel)=-12.16; 8015.698:v15 IMPACT pending=1.90g air=2.27"
-1785057948.874,"8016.703:v15 LANDING impact impact=2.58g air=2.34; 8016.703:v15 REJECT reason=gateNoJumpEvidence dCrs=11.96 drop=1.11 yank=2.21; 8016.703:v15 REJECT reason=gateEntrySpeed vin=3.93; 8016.703:v15 REJECT reason=gateEntrySpeed vin=4.47; 8016.703:v15 REJECT reason=gateNoJumpEvidence dCrs=22.26 drop=1.21 yank=2.19; 8016.703:v15 CANDIDATE t0=8014.99 yank=2.58g quietAt=8016.49 B(abs)=n/a B(rel)=n/a"
-1785057945.118,"8020.699:v15 IMPACT pending=1.94g air=5.05"
-1785057943.866,"8022.696:v15 LANDING impact impact=2.25g air=5.08; 8022.697:v15 REJECT reason=gateNoJumpEvidence dCrs=16.31 drop=0.92 yank=2.58; 8022.697:v15 REJECT reason=gateNoJumpEvidence dCrs=18.08 drop=0.90 yank=2.17; 8022.697:v15 REJECT reason=gateNoJumpEvidence dCrs=15.39 drop=0.88 yank=1.35; 8022.697:v15 REJECT reason=gateNoJumpEvidence dCrs=14.36 drop=0.87 yank=1.40; 8022.698:v15 CANDIDATE t0=8020.06 yank=2.25g quietAt=8021.57 B(abs)=n/a B(rel)=n/a"
-1785057925.085,"8039.702:v15 LANDING gpsSpeedRecovery impact=0.00g air=18.42; 8039.702:v15 REJECT reason=ballisticAboveHardCap hBal=56.43 air=18.42; 8039.703:v15 CANDIDATE t0=8038.15 yank=1.81g quietAt=8039.50 B(abs)=n/a B(rel)=-18.59"
-1785057897.494,"8068.698:v15 IMPACT pending=1.97g air=29.63"
-1785057896.242,"8068.700:v15 LANDING impact+maxFlightExceeded impact=3.12g air=29.67; 8069.697:v15 REJECT reason=gateEntrySpeed vin=4.79; 8069.697:v15 REJECT reason=gateNoJumpEvidence dCrs=4.25 drop=1.00 yank=1.23; 8069.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.34 drop=0.99 yank=1.25; 8069.699:v15 REJECT reason=gateNoJumpEvidence dCrs=1.52 drop=0.97 yank=1.23; 8069.699:v15 REJECT reason=gateNoJumpEvidence dCrs=4.86 drop=0.94 yank=1.30; 8069.700:v15 REJECT reason=gateNoJumpEvidence dCrs=6.10 drop=0.94 yank=1.30; 8069.700:v15 CANDIDATE t0=8067.82 yank=3.12g quietAt=8068.85 B(abs)=n/a B(rel)=-15.21"
-1785057894.990,"8070.687:v15 IMPACT pending=2.27g air=1.72"
-1785057893.738,"8072.705:v15 LANDING impact impact=2.90g air=2.21; 8070.037:JUMP(v15) FINAL h=2.17m src=ballistic air=2.21s dist=11.48m hFit=-1.0 hRel=-1.0 hBal=2.17 arcPts=0 yank=3.12g impact=2.9g float=0.51 rot=1.55 hard=true conf=50.0 latency=1.5s"
-1785057892.485,"8072.710:v15 JUMP h=2.17m src=ballistic air=2.21s conf=0.50; 8072.710:v15 REJECT(open) reason=retriggerGuard"
-1785057889.981,"8075.696:v15 BARO rel datumStep delta=5.30 — window reset"
-1785057886.225,"8078.696:v15 BARO rel datumStep delta=5.75 — window reset; 8078.697:v15 CANDIDATE t0=8075.18 yank=1.36g quietAt=8077.55 B(abs)=n/a B(rel)=n/a"
-1785057877.460,"8088.696:v15 IMPACT pending=1.96g air=12.35"
-1785057876.208,"8089.698:v15 LANDING impact impact=1.96g air=12.35; 8089.699:v15 REJECT reason=gateEntrySpeed vin=2.52; 8089.699:v15 REJECT reason=floatBelowMin float=0.34; 8089.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.20 drop=1.08 yank=1.21; 8089.699:v15 REJECT reason=gateNoJumpEvidence dCrs=3.34 drop=1.09 yank=1.37; 8089.700:v15 REJECT reason=floatBelowMin float=0.34; 8089.700:v15 REJECT reason=gateNoJumpEvidence dCrs=0.81 drop=1.03 yank=1.30; 8089.700:v15 CANDIDATE t0=8087.53 yank=1.96g quietAt=8089.04 B(abs)=n/a B(rel)=-2.46"
-1785057872.452,"8093.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057871.200,"8094.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.61 drop=0.94 yank=1.96; 8094.698:v15 REJECT reason=gateNoJumpEvidence dCrs=5.02 drop=1.04 yank=1.36; 8094.699:v15 CANDIDATE t0=8092.49 yank=1.24g quietAt=8093.54 B(abs)=n/a B(rel)=n/a"
-1785057864.940,"8100.699:v15 IMPACT pending=1.92g air=7.58"
-1785057862.436,"8102.700:v15 LANDING impact impact=4.37g air=8.39; 8102.700:v15 REJECT reason=gateNoJumpEvidence dCrs=3.75 drop=0.97 yank=1.24; 8102.701:v15 REJECT reason=gateNoJumpEvidence dCrs=2.51 drop=1.03 yank=1.37; 8102.701:v15 REJECT reason=gateNoJumpEvidence dCrs=2.36 drop=1.04 yank=1.23; 8102.702:v15 REJECT reason=gateNoJumpEvidence dCrs=4.73 drop=1.06 yank=1.43; 8102.702:v15 REJECT reason=gateNoJumpEvidence dCrs=4.73 drop=1.06 yank=1.83; 8102.703:v15 REJECT reason=gateNoJumpEvidence dCrs=6.52 drop=1.05 yank=1.32; 8102.704:v15 CANDIDATE(reanchor) t0=8100.88 yank=4.37g; 8102.704:v15 CANDIDATE t0=8100.88 yank=4.37g quietAt=8102.39 B(abs)=n/a B(rel)=-4.50; 8103.697:v15 IMPACT pending=2.03g air=1.93"
-1785057859.931,"8105.700:v15 LANDING impact impact=2.34g air=2.91; 8103.798:JUMP(v15) FINAL h=1.77m src=ballistic air=2.91s dist=21.25m hFit=-1.0 hRel=-1.0 hBal=1.77 arcPts=0 yank=4.37g impact=2.34g float=0.44 rot=0.9 hard=true conf=50.0 latency=1.5s; 8105.705:v15 JUMP h=1.77m src=ballistic air=2.91s conf=0.50; 8105.705:v15 REJECT(open) reason=retriggerGuard"
-1785057852.399,"8112.699:v15 CANDIDATE t0=8110.37 yank=1.33g quietAt=8112.32 B(abs)=n/a B(rel)=n/a"
-1785057833.618,"8131.702:v15 LANDING gpsSpeedRecovery impact=0.00g air=20.12; 8131.703:v15 REJECT reason=softEcho dt=6.57; 8131.703:v15 CANDIDATE t0=8128.86 yank=1.27g quietAt=8131.49 B(abs)=n/a B(rel)=-7.74"
-1785057831.114,"8134.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057829.862,"8135.697:v15 REJECT reason=gateEntrySpeed vin=3.71; 8135.699:v15 CANDIDATE t0=8131.14 yank=1.28g quietAt=8134.86 B(abs)=n/a B(rel)=-8.24"
-1785057826.105,"8139.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=7.38"
-1785057824.853,"8140.699:v15 REJECT reason=floatBelowMin float=0.35; 8140.699:v15 CANDIDATE t0=8138.34 yank=1.51g quietAt=8139.52 B(abs)=n/a B(rel)=n/a"
-1785057819.845,"8145.701:v15 IMPACT pending=2.05g air=6.91"
-1785057818.593,"8147.697:v15 LANDING impact impact=2.18g air=6.92"
-1785057817.341,"8147.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.89 drop=0.83 yank=1.51; 8147.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.89 drop=0.83 yank=1.26; 8147.699:v15 REJECT reason=gateNoJumpEvidence dCrs=3.60 drop=0.87 yank=1.21; 8147.700:v15 REJECT reason=gateNoJumpEvidence dCrs=0.87 drop=0.88 yank=1.34; 8147.700:v15 REJECT reason=gateNoJumpEvidence dCrs=1.89 drop=0.90 yank=1.23; 8147.700:v15 REJECT reason=gateNoJumpEvidence dCrs=1.89 drop=0.90 yank=1.32; 8147.700:v15 CANDIDATE t0=8145.26 yank=2.18g quietAt=8146.77 B(abs)=n/a B(rel)=-8.91"
-1785057814.837,"8150.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057813.585,"8151.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.26 drop=0.95 yank=2.18; 8151.700:v15 REJECT reason=gateNoJumpEvidence dCrs=0.32 drop=0.92 yank=1.75; 8151.700:v15 CANDIDATE t0=8147.86 yank=1.37g quietAt=8151.27 B(abs)=n/a B(rel)=-8.91"
-1785057812.333,"8153.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057811.080,"8154.698:v15 REJECT reason=gateNoJumpEvidence dCrs=3.81 drop=0.99 yank=1.37; 8154.698:v15 CANDIDATE t0=8152.74 yank=1.29g quietAt=8153.87 B(abs)=n/a B(rel)=n/a"
-1785057797.308,"8167.702:v15 IMPACT pending=1.97g air=14.63"
-1785057796.056,"8169.698:v15 LANDING impact impact=2.42g air=14.69; 8169.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.31 drop=1.08 yank=1.29; 8169.699:v15 REJECT reason=floatBelowMin float=0.33; 8169.699:v15 CANDIDATE t0=8167.44 yank=2.42g quietAt=8168.95 B(abs)=n/a B(rel)=-7.86; 8169.701:v15 IMPACT pending=2.14g air=1.90"
-1785057793.551,"8171.698:v15 LANDING impact impact=4.77g air=1.98; 8169.422:JUMP(v15) FINAL h=2.05m src=ballistic air=1.98s dist=5.72m hFit=-1.0 hRel=-1.0 hBal=2.05 arcPts=0 yank=2.42g impact=4.77g float=0.49 rot=1.35 hard=true conf=50.0 latency=1.5s; 8171.703:v15 JUMP h=2.05m src=ballistic air=1.98s conf=0.50; 8171.703:v15 REJECT(open) reason=retriggerGuard"
-1785057788.543,"8176.698:v15 CANDIDATE t0=8174.85 yank=1.41g quietAt=8175.94 B(abs)=n/a B(rel)=n/a"
-1785057766.006,"8199.702:v15 IMPACT pending=2.07g air=24.57"
-1785057763.502,"8201.698:v15 LANDING impact impact=2.07g air=24.57; 8201.698:v15 REJECT reason=gateEntrySpeed vin=2.03; 8201.698:v15 REJECT reason=gateNoJumpEvidence dCrs=0.71 drop=1.02 yank=1.48; 8201.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.71 drop=1.02 yank=1.34; 8201.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.80 drop=1.01 yank=1.34; 8201.699:v15 REJECT reason=gateNoJumpEvidence dCrs=4.06 drop=1.00 yank=1.47; 8201.699:v15 REJECT reason=floatBelowMin float=0.32; 8201.700:v15 CANDIDATE t0=8199.42 yank=2.07g quietAt=8200.92 B(abs)=n/a B(rel)=-5.35"
-1785057760.997,"8204.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057759.745,"8205.700:v15 REJECT reason=gateNoJumpEvidence dCrs=6.21 drop=1.03 yank=2.07; 8205.700:v15 REJECT reason=gateNoJumpEvidence dCrs=8.30 drop=0.99 yank=1.31; 8205.701:v15 CANDIDATE t0=8201.56 yank=1.35g quietAt=8205.42 B(abs)=n/a B(rel)=-5.35"
-1785057758.493,"8207.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057757.241,"8208.696:v15 REJECT reason=floatBelowMin float=0.35; 8208.697:v15 CANDIDATE t0=8205.88 yank=1.42g quietAt=8207.57 B(abs)=n/a B(rel)=n/a"
-1785057745.937,"8220.694:v15 IMPACT pending=1.90g air=13.65"
-1785057743.433,"8221.697:v15 LANDING impact impact=1.90g air=13.65; 8221.697:v15 REJECT reason=gateNoJumpEvidence dCrs=0.73 drop=0.95 yank=1.42; 8221.698:v15 REJECT reason=gateNoJumpEvidence dCrs=0.90 drop=0.95 yank=1.49; 8221.698:v15 REJECT reason=gateNoJumpEvidence dCrs=0.42 drop=0.94 yank=1.51; 8221.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.13 drop=0.92 yank=1.45; 8221.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.76 drop=0.92 yank=1.46; 8221.699:v15 REJECT reason=gateNoJumpEvidence dCrs=1.32 drop=0.93 yank=1.22; 8221.699:v15 CANDIDATE t0=8219.52 yank=1.90g quietAt=8221.03 B(abs)=n/a B(rel)=-1.53"
-1785057740.929,"8225.691:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785057738.425,"8226.698:v15 REJECT reason=gateNoJumpEvidence dCrs=1.26 drop=0.94 yank=1.90; 8226.698:v15 REJECT reason=gateNoJumpEvidence dCrs=1.86 drop=0.95 yank=1.50; 8226.699:v15 CANDIDATE t0=8223.10 yank=1.35g quietAt=8225.53 B(abs)=n/a B(rel)=n/a"
-1785057735.921,"8229.698:v15 IMPACT pending=1.96g air=5.87"
-1785057734.669,"8230.701:v15 LANDING impact impact=2.03g air=5.88; 8230.702:v15 REJECT reason=gateNoJumpEvidence dCrs=22.76 drop=0.92 yank=1.35; 8230.702:v15 RESCUE folded jump t0=8223.60 land=8229.03 air=5.42; 8229.026:JUMP(v15) FINAL h=1.48m src=ballistic air=5.42s dist=47.73m hFit=-1.0 hRel=-1.0 hBal=1.48 arcPts=2 yank=1.26g impact=1.93g float=0.38 rot=0.44 hard=true conf=50.0 latency=1.5s; 8230.707:v15 JUMP h=1.48m src=ballistic air=5.42s conf=0.50; 8230.707:v15 REJECT(open) reason=retriggerGuard"
-1785057729.660,"8235.702:v15 CANDIDATE t0=8234.60 yank=1.35g quietAt=8235.50 B(abs)=n/a B(rel)=n/a; 8236.698:v15 IMPACT pending=1.94g air=1.15"
-1785057727.156,"8237.700:v15 IMPACT discarded=2.30g — early mid-flight jolt (quiet resumed)"
-1785057725.904,"8239.699:v15 IMPACT pending=1.91g air=4.62"
-1785057724.652,"8241.697:v15 LANDING impact impact=1.91g air=4.62"
-1785057723.400,"8239.217:JUMP(v15) FINAL h=1.73m src=ballistic air=4.62s dist=17.68m hFit=-1.0 hRel=-1.0 hBal=1.73 arcPts=0 yank=1.35g impact=1.91g float=0.4 rot=0.84 hard=true conf=50.0 latency=1.5s; 8241.703:v15 JUMP h=1.73m src=ballistic air=4.62s conf=0.50"
-1785057717.140,"8248.700:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.49"
-1785057715.887,"8249.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.20"
-1785057714.635,"8250.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.35"
-1785057710.879,"8254.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.45"
-1785057709.627,"8255.701:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.49"
-1785057707.123,"8258.700:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.25"
-1785057703.367,"8262.697:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.64"
-1785057702.115,"8263.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.91"
-1785057698.358,"8266.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.12"
-1785057697.096,"8267.693:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.80"
-1785057689.584,"8275.693:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.20"
-1785057687.080,"8278.755:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.36; 8279.644:v15 BARO abs drop reason=degradedAccuracy acc=14.79"
-1785057685.827,"8279.695:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.36"
-1785057682.071,"8282.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.08"
-1785057679.567,"8285.697:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.14; 8286.692:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.31"
-1785057675.811,"8289.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.25"
-1785057672.054,"8293.697:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.29"
-1785057669.550,"8296.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.21"
-1785057668.298,"8297.697:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.16"
-1785057664.542,"8300.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.25"
-1785057663.290,"8302.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.27"
-1785057635.709,"8329.703:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.18"
-1785057631.952,"8333.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.21"
-1785057624.440,"8340.700:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.06"
-1785057620.684,"8345.691:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.32"
-1785057616.927,"8348.692:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.28"
-1785057615.675,"8350.689:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.12"
-1785057614.423,"8351.692:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.24"
-1785057611.919,"8353.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.48"
-1785057609.415,"8356.695:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.46"
-1785057608.163,"8357.702:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.28"
-1785057600.650,"8364.695:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.02"
-1785057590.618,"8375.268:v15 SUMMARY absReceived=3303 absAccepted=1454 absNonMonotonicDropped=0 absWindowSize=60 relReceived=820; 8375.269:JumpDetector(v15) endSession flush lateJumps=0"
